SiteNumber,Upscaling Factor,Control Metric (m),Time (s),Nb Simu Per Hour
11,15,0.0120509099789133,1087,3.31186752529899
11,21,0.0145232402357078,1009,3.56788899900892
11,30,0.020072089411818,877,4.10490307867731
11,45,0.0261210016407048,791,4.551201011378
11,50,0.0284514783161753,742,4.85175202156334
11,60,0.033546352924242,751,4.79360852197071
11,75,0.0368904258739981,644,5.59006211180124
11,90,0.0435498926878454,627,5.74162679425837
11,100,0.0450395001628755,572,6.29370629370629
11,125,0.0536194455200638,577,6.23916811091854
11,150,0.0598230567838327,534,6.74157303370787
11,182,0.0809120145894057,386,9.32642487046632
11,200,0.0702273222818131,437,8.23798627002288
11,250,0.0852140154232992,343,10.4956268221574
